	final_prompt
442	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: At the same time, writing a brief article seemed particularly difficult, so writing more work started to look like the right alternative.
English human reference: At the same time , writing a brief article seemed particularly difficult , so writing a larger work started to look like the right alternative .

Score: [/INST]"
443	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The translates and commented Urmas Premäe, delivered Enn Tarvel.
English human reference: Translated and commented by Urmas Eelmäe , edited by Enn Tarvel .

Score: [/INST]"
444	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The remains of the medieval Castle have been open since 2006.
English human reference: The remains of the medieval Castle have been open since 2006 .

Score: [/INST]"
445	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The €1,000 Grand Prize, together with the Year's Environmental Act designation, was awarded to a project from the Estonian Ornitology Society, entitled ""Urban learning for teachers of natural materials.""
English human reference: The € 1,000 grand prize , together with the title of the Environmental Act of the Year , was awarded to the project "" Bird information for teachers of nature subjects "" by the Estonian Ornithological Society .

Score: [/INST]"
446	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Mrs Kristiina Ojuland, President of the party, was elected to the assembly, and the party statute and programme were confirmed.
English human reference: Kristiina Ojuland , was elected by the assembly as President of the party , and the party statute and programme were approved .

Score: [/INST]"
447	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In addition to Tidkabilisi, there are signs of the early colonisation of the Abkhazians in the Namadgi National Park near Canberra.
English human reference: In addition to Tidbinbilla , there are signs of early aboriginal settlements in Namadgi National Park near Canberra .

Score: [/INST]"
448	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Separation itself is a hierarchical structure; more complex forms of supply are built up with simpler forms of propulsion.
English human reference: Denoting itself has a hierarchical structure ; more complex forms of denoting are built from simpler forms .

Score: [/INST]"
449	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Until the beginning of the 17th century, the Swedish navy had consisted mainly of smaller, one-size-fits-all bases with relatively easy cannons.
English human reference: Until the beginning of the 17th century , the Swedish navy had consisted mainly of smaller , single-deck vessels with relatively light cannons .

Score: [/INST]"
450	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In total, there were approximately 55 000 prisoners in Moroccan overcrowded prisons during the amnesty.
English human reference: In total , there were approximately 55 000 prisoners in Moroccan overcrowded prisons during the amnesty .

Score: [/INST]"
451	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Regular ITS infrastructure has two hubs depending on whether the rule is meant by the actual rule or by a possible rule.
English human reference: Rule utilitarianism has two subcategories , depending on whether the rule refers to an actual rule or a possible rule .

Score: [/INST]"
452	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It was precisely the Estonian mainland that was hardest hit by the war.
English human reference: It was precisely the Estonian mainland that was hardest hit by the war .

Score: [/INST]"
453	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In December, there were fierce battles, particularly under the Nys, but Estonia's protection resisted.
English human reference: In December , there were fierce battles , particularly under Narva , but Estonia 's defences held .

Score: [/INST]"
454	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In Denmark, two days of informal meeting of EU Foreign Ministers began in Copenhagen, with the participation of the Estonian Foreign Minister Urmas Paet.
English human reference: In Denmark , two days of informal meeting of EU Foreign Ministers began in Copenhagen , with the participation of the Estonian Foreign Minister Urmas Paet .

Score: [/INST]"
455	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In 2006 he was elected for a second term of office.
English human reference: In 2006 he was elected for a second term of office .

Score: [/INST]"
456	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The three Presidents also congratulated George W. Bush, President of the United States, on the 10th anniversary of the signing of the Baltic Charter.
English human reference: The three Presidents were also congratulated by George W. Bush , President of the United States , on the 10th anniversary of the signing of the Baltic Charter .

Score: [/INST]"
457	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: A week later, in the Holy Haua Church, a passion council was called to appoint a kingdom to the new Jerusalem Queen.
English human reference: A week later , a church council was assmbled in the Holy Tomb Church to appoint a king for the new Jerusalem Kingdom .

Score: [/INST]"
458	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: After the first paradigm, there is no research without a paradigm.
English human reference: After the first paradigm is found , there is no research without a paradigm .

Score: [/INST]"
459	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: According to unofficial information, 10 Chadian soldiers died in the military operation.
English human reference: According to unofficial information , 10 Chadian soldiers died in the military operation .

Score: [/INST]"
460	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It is thought that it has affected Greek, literature, sport, science, dance, music, politics and religion.
English human reference: It is thought that it has affected Greek language , literature , sport , science , dance , music , politics and religion .

Score: [/INST]"
461	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The report describes Israel's actions as a political and military failure and mainly denounced the lack of a proper military strategy.
English human reference: The report describes Israel 's actions as a political and military failure and mainly denounced the lack of a proper military strategy .

Score: [/INST]"
462	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In these areas, Russian administrative arrangements were created, voyages were put in place and a hierarchical fortress urban system was created.
English human reference: In these areas , Russian administrative arrangements were established , voivodes were appointed and a hierarchical system of fortress cities was created .

Score: [/INST]"
463	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Roma have visited the Burning and Man festival and have said that the idea of SolarCity came to mind for the first time at the 2004 festival.
English human reference: Musk has visited the Burning Man festival and said that the idea of the SolarCity came to his mind for the first time at the 2004 festival .

Score: [/INST]"
464	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The surviving crew members were intercepted one by one and were asked how the ship had been dealt with during the accident.
English human reference: The surviving crew members were questioned one by one and were asked how the ship had been handled during the accident .

Score: [/INST]"
465	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Jackson's performances have made it popular to have a number of complex tankers, such as robot and poppy.
English human reference: Jackson 's performances made several sophisticated dance styles popular , such as the robot and moonwalk .

Score: [/INST]"
466	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In this way, perhaps, the concept of a fait accompli can be detected with observations.
English human reference: In this way , perhaps , the concept of an established fact can be detected with observations .

Score: [/INST]"
467	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Later than Nagy was arrested in the Yugoslav Embassy, his arrest was not confirmed.
English human reference: Later , when Nagy was arrested at the Yugoslav embassy , his arrest was not confirmed .

Score: [/INST]"
468	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Russian empire's idea of 'third Rome' remained alive until the 1917 revolutions.
English human reference: The idea of the Russian empire as the ' third Rome ' remained alive until the 1917 revolutions .

Score: [/INST]"
469	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In 1917, the set-up committee of inquiry concluded that the authority of Griffin as a planning director was undermined.
English human reference: In 1917 , the ad hoc investigation committee concluded that the authority of Griffin as a planning director had been undermined .

Score: [/INST]"
470	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In time it was due to meet in Wolas near Warsaw in order to vote with art in elections.
English human reference: The nobility was due to meet in Wola near Warsaw in order to vote in the election of the king .

Score: [/INST]"
471	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Prix is falling into a complex tree, but fortunately it is Saara who is still beside him and who can conquer him with the tears of reality.
English human reference: Priit is about to fall prey to his complexes , but fortunately he has Saara on his side who is always capable of consoling him with minor concerns of real life .

Score: [/INST]"
472	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Kalkun noted that he had been given food for several weeks every morning at 9 a.m., and concluded that every day at 9 a.m..
English human reference: The turkey noted that it had been given food for several weeks every morning at 9 a.m. , and concluded that every day at 9 a.m .

Score: [/INST]"
473	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The leaders of Hamas have announced that they agree with the referendum.
English human reference: The leaders of Hamas have announced that they agree with the referendum .

Score: [/INST]"
474	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: President of Estonia Kersti Kaljuices started a two-day state visit in Finland, where he met Finnish President Sauli Niinistö.
English human reference: President of Estonia , Kersti Kaljuid , started a two-day state visit to Finland , where she met Finnish President Sauli Niinistö .

Score: [/INST]"
475	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: At the same time, current harvests have remained below the optimum amount and therefore it is considered necessary to grow volumes.
English human reference: At the same time , current cutting volumes have remained below the optimal amount and therefore it is considered necessary to increase the volumes .

Score: [/INST]"
476	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Most of the dead were men on police talks.
English human reference: Most of the dead were men who had come to the police for a job interview .

Score: [/INST]"
477	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It turned out that the patent did not even exist because the Commissioner responsible had forgotten to pay for the patent.
English human reference: It turned out that the patent was not even valid because the commissioner responsible had forgotten to pay for the patent .

Score: [/INST]"
478	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Convention was considered by Mahler biograaf Robert Carri to be ""without doubt the greatest success of his lifetime.""
English human reference: The concert was a triumph , according to Mahler 's biographer Robert Carr , even "" without a doubt the greatest success of his life "" .

Score: [/INST]"
479	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The theories of natural choice were devised there by Darwin].
English human reference: Walking there , Darwin devised his theory of natural selection ] .

Score: [/INST]"
480	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Five Syrians were arrested in Lebanon, from whom large quantities of explosives were found.
English human reference: Five Syrians were arrested in Lebanon , on whom large quantities of explosives were found .

Score: [/INST]"
481	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The economic blockade imposed on the enemies also cost the country a great deal.
English human reference: The economic blockade imposed on the enemies also cost the country a great deal .

Score: [/INST]"
482	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: On 28 January 1979, John Paul II criticised the palactheology at the CELAM Conference.
English human reference: On 28 January 1979 , John Paul II criticised the liberation theology at the CELAM Conference .

Score: [/INST]"
483	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In Sheffield, Great Britain, the 2012 European Championship won the inauguration of the male masters on the individual side of Russia, Yevgengeny Pljuštshenko.
English human reference: In Sheffield , Great Britain , Evgeni Plushenko , representing Russia , won the men 's event in the 2012 European Figure Skating Championship .

Score: [/INST]"
484	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The crucifix was targeted this time in Tunis, and Louis himself died during the restriction.
English human reference: This time , the target of the crusade was Tunis , and Louis himself died during the siege .

Score: [/INST]"
485	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: They no longer need to worry about anything other than eternity.
English human reference: They no longer need to worry about anything other than eternity .

Score: [/INST]"
486	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: For treatment, the insistence of the Bureau came as a complete surprise, and Butsants won one battle after another.
English human reference: For Khosrow , the Byzantine attack came as a complete surprise , and the Byzantines won one battle after another .

Score: [/INST]"
487	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: On 7 April 2013, 1 TTD amounted to USD 0.15577, on 17 December 2015, equivalent to USD 0.15823.
English human reference: On 7 April 2013 , 1 TTD equalled USD 0.15577 , on 17 December 2015 , 1 TTD equalled to USD 0.15823 .

Score: [/INST]"
488	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Secondly, the recognition that we have done someone too much is the best demonstration of redress, and that should be the seriousness of the matter.
English human reference: Secondly , the recognition that we have hurt someone is best demonstrated through redress , and that should be the indication of seriousness .

Score: [/INST]"
489	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: He is driving us to see the view of another man in the world.
English human reference: He is driving us to see the world from another man 's viewpoint .

Score: [/INST]"
490	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: After five days of confrontation with the defence forces and the police, the rebels surrendered.
English human reference: After five days of confrontation with the defence forces and the police , the rebels surrendered .

Score: [/INST]"
491	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Portugal is near the tropics, has an intimate-sea Mediterranean climate with warm and nickel winter and with palm and dry summer.
English human reference: Portugal is located in the subtropics , it has a subtropic Mediterranean climate with warm and humid winters and hot and dry summers .

Score: [/INST]"
492	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Frankfurt cannot explain why love has such self-value.
English human reference: Frankfurt cannot explain why love has such inherent value .

Score: [/INST]"
493	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The ink straight into the White House, then it was reported in the end that a couple of party driers had, as had been resonated, said 'anti-state talk', but there is not actually any anti-state talk.
English human reference: Lint straight into the White House , then it was reported in the end that a couple of party veterans had been upsed about the ' anti-state talk ' , which actually it was not .

Score: [/INST]"
494	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: We have, for example, the culpability of ending up as such in life.
English human reference: We have such self-contemplation of becoming , for example , in the case of life .

Score: [/INST]"
495	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This act was also thrown out during the NSV, and the critics and censors at that time did not find that the content of the work could be anti-moral.
English human reference: This work was also published during the USSR period , and the critics and censors at that time did not find that the content of the work could be anti-moral .

Score: [/INST]"
496	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In The Netherlands, the National Assembly of the International Criminal Court was held in The Hague, where Estonia was represented by Foreign Minister Urmas Paet.
English human reference: In The Netherlands , the Assembly of the Member States of the International Criminal Court was held in The Hague , where Estonia was represented by Foreign Minister Urmas Paet .

Score: [/INST]"
497	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The universal plan, order and harmony are just as typical of the Herakleitos world as the eternal mobility.
English human reference: A universal plan , order and harmony of the universe are just as typical of the Heraclitan world as eternal mobility .

Score: [/INST]"
498	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In the capital of Georgia, Tbilisi, the opposition political movement was murdered in Kenya.
English human reference: In the capital of Georgia , Tbilisi , the leader of the opposition political movement "" Tongue "" was murdered .

Score: [/INST]"
499	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: For all cartels, three cracks of Tallinn have been built as a subscriber, with a shock in 1547.
English human reference: In all carpets , three coats of arms of Tallinn have been woven in as a token of the customer , with the year of weaving , 1547 , above the coats of arms .

Score: [/INST]"
500	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Innumeracy does not require lecturing of the structures required to acquire language in brain.
English human reference: Neural computational invariance does not require the structures required for acquiring language to be localised in the brain .

Score: [/INST]"
501	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: On 13 February 2006, the US State Department commemorated the 50th anniversary of the Hungarian Revolution.
English human reference: On 13 February 2006 , the US State Department commemorated the 50th anniversary of the Hungarian Revolution .

Score: [/INST]"
502	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: They therefore remained mere facts that were unrelated and could not be linked to the ongoing progress of the electricity research.
English human reference: Therefore , these remained mere facts that were unrelated and could not be linked to the ongoing progress of electricity research .

Score: [/INST]"
503	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: So they set the limits of his practical life and fix him as an active creature.
English human reference: So they set the limits of his practical life and fix his image as an active creature .

Score: [/INST]"
504	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Mr Georg and Mr Georg will also be able to report this visit shortly.
English human reference: Georg and Are are soon informed about this visit .

Score: [/INST]"
505	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In 813, the Bulgarian army, led by King Krum, was unsuccessfully restricted by Konstantinople.
English human reference: In 813 , the Bulgarian army , led by King Krum , was unsuccessfully besieging Constantinople .

Score: [/INST]"
506	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Karm Piacenza's battle on 16 June 1746 was a difficult struggle, and in Maillebo, it was almost about to pass when the infection was ordered to leave.
English human reference: The rough Piacenza battle on 16 June 1746 was a difficult struggle , and Maillebois was about to win he was ordered to leave by the infant .

Score: [/INST]"
507	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The most rainy region in Portugal is Serra da Estrela's mountain heel, where the annual rainfall is often more than 2 500 mm.
English human reference: The most rainy region in Portugal is the Serra da Estrela mountain range , where the annual rainfall is often more than 2 500 mm .

Score: [/INST]"
508	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The images found close to fossils proved this.
English human reference: This was proven by the snail shells found close to the fossils .

Score: [/INST]"
509	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In Kabul, the Afghan capital, Kabul, armed personnel who were ripped up as doctors attacked a military hospital near the US embassy.
English human reference: In Kabul , the Afghan capital , armed personnel who were dressed up as doctors attacked a military hospital near the US embassy .

Score: [/INST]"
510	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The prize to the defenders of the line was so great that it did not even talk about proper intelligence patrols.
English human reference: The respect for the defenders of the line was so great that it even prevented proper reconnaissance with intelligence patrols .

Score: [/INST]"
