	final_prompt
169	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Rather than in western countries, this salad plant is used for various kinds of food taxonomy.
English human reference: Compared to western countries , this salad plant is used for a variety of dishes .

Score: [/INST]"
170	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: A lagrange discovered by the spokesperson here is hinted to find additional information written in a handwritten and keyword.
English human reference: Here the pamphlet discovered by the protagonist is used as a hint to find additional information written in handwriting and typing .

Score: [/INST]"
171	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In 1763 the appointed royal announcement of the western colonies of the Appalachian Mountains was temporarily suspended.
English human reference: A royal proclamation issued in 1763 temporarily prohibited the establishment of western settlements in the Appalachian Mountains .

Score: [/INST]"
172	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Originally these cottages were built but in the later period its community foundation is wide.
English human reference: Initially it consisted of these divisions but later on its social base expanded .

Score: [/INST]"
173	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: And find out where the artillery has hidden large weapons.
English human reference: They also search for large weapons , such as artillery which are hidden

Score: [/INST]"
174	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Since the external eating of many animals is distinct only outside the ""eating"" often seen using its external part.
English human reference: The word "" ear "" is often used to refer to the outer part of most animals , as only the outer ear is visible .

Score: [/INST]"
175	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This is why most skilled but forerunner to the medals of unofficial officers were raised.
English human reference: Due to this , the ranks of many talented but non-aristocratic officials were elevated to higher positions .

Score: [/INST]"
176	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Anyone who saw him that day can spoil the unconscious carrion spots in the intelligence services.
English human reference: At that time he was disguised as a Buddha , scattering eighty cubits of Buddhism so that anyone who saw him could recognize him .

Score: [/INST]"
177	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: A range of advanced individuals who have been welcomed for their contributions have missed this.
English human reference: Many of the elite who were thus recognized for their contributions have thus missed out .

Score: [/INST]"
178	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It was made into a reality by Major Gamini Heights.
English human reference: It was made a reality by Major Gamini Hettiarachchi .

Score: [/INST]"
179	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: King of Elephants, ""Deviani, what do we know?""
English human reference: Then the king said , "" God , to whom shall we give donations ? ""

Score: [/INST]"
180	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Tan dynasty that derived goguryeo from the lands of the previous goguryeo general appointed zhu Rengui.
English human reference: The Tang Dynasty annexed Goguryeo to its territory , appointing Xue Rengui as Goguryeo 's former defense general .

Score: [/INST]"
181	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Insurance for a third party in a damage insurance is insurance after the hand is paid.
English human reference: In the case of damage insurance , the insurance is effective after payment by the insurer to a third party .

Score: [/INST]"
182	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Pigs have also found a clay image with very similar points.
English human reference: A clay figure with very similar features has been found in Ur .

Score: [/INST]"
183	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This is why we first identified pachycetus fossil records.
English human reference: This is why Pachycetus , which we first identified , disappears from fossil records .

Score: [/INST]"
184	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: A month after that, IV's amenhotep took the name akhnaaton when it was officially changed.
English human reference: A month later , Amenhotep IV officially changed his name to Aknatan .

Score: [/INST]"
185	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In 1975, Peter Shaw published an article named the character of John Adams.
English human reference: In 1975 , Peter Shaw published The Character of John Adams .

Score: [/INST]"
186	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Is the creation, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination, elimination
English human reference: To be one with all the powers , including to create , to destroy , to revive , to revive , to destroy superiority , to inferiority .

Score: [/INST]"
187	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Among the disconnected scientists of this era are important scientists such as portrayal and aryan.
English human reference: Among the scholars who lived in this period , scholars like Varahamihira and Aryabhata are important .

Score: [/INST]"
188	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Sending signals by a few touchs at a time on the touchscreen is here.
English human reference: This involves sending signals by several touches simultaneously on the touch sensor screen .

Score: [/INST]"
189	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It is therefore not suitable for treating alcohol with separate isolated lake only that influenced.
English human reference: Therefore it is not advisable to treat the affected fish alone in a separate isolation tank .

Score: [/INST]"
190	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: After returning to amaru, Aziru rebelled with the kingdom of standite parish.
English human reference: After returning to Amuru , Asiru rebelled with his kingdom on behalf of the Hittite faction .

Score: [/INST]"
191	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: None of the species should be caused by wind or blockage.
English human reference: No organism should be obstructed in the slightest .

Score: [/INST]"
192	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: At various latitudes its outer atmosphere is displayed as several belts.
English human reference: At different latitudes its outer atmosphere appears as several bands .

Score: [/INST]"
193	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The word balance means ""making talent"".
English human reference: Samatha literally means "" to create skill "" .

Score: [/INST]"
194	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Khitans had to flee from the burning capital of goryeo to the hyeonjong kingdom.
English human reference: King Hyunjong of Goryeo had to flee the capital , which had been set on fire by the Khitan .

Score: [/INST]"
195	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: That Single Buddhist culture is hickory proof ritual
English human reference: That is the righteous practice disciplined by the Sinhala Buddhist culture

Score: [/INST]"
196	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: As it causes he indicates that religious opinion is greater than dignity and significance.
English human reference: He attributes this to the fact that religious ideology is superior in honour and importance .

Score: [/INST]"
197	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Cargills Magic Institute also receives milk from local milk farmers in receiving hundreds of materials and peanuts, training and other fruit types.
English human reference: Cargills Magic also obtains raw materials like milk from local dairy farmers , as well as cashews , pulses and other fruits .

Score: [/INST]"
198	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The poet who utilizes the poetry of daha siva in a detailed rule appears to build the intelligence character.
English human reference: The poet who uses the four verse poem for the sermons seems to build the character of the Buddha in a detailed manner .

Score: [/INST]"
199	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Fish or feeding stops and gulls, may become kittens.
English human reference: Fish and birds can also stop being healthy and become moldy .

Score: [/INST]"
200	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Eu Codex was exiled to babylon and is considered to be this first Jewish diaspora.
English human reference: The Yuhu aristocracy was exiled to Babylon and is considered to be the first Jewish diaspora .

Score: [/INST]"
201	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It appeared that all of the arms that had been stolen or sunk in the past were removed.
English human reference: Everything that had been painted or dipped in it appeared to have been removed in the past .

Score: [/INST]"
202	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This disease is caused by protozoan parasites, ammonia and nitrogen exposure, or excessive nitrate.
English human reference: The disease is caused by protozoan parasites and can be caused by exposure to ammonia and nitrite , or high nitrate levels .

Score: [/INST]"
203	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: They received wide powers for automatic control over the previous agreement.
English human reference: The above agreement gave them broad powers for self-government .

Score: [/INST]"
204	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The sound heard by the kernel transplant is derived from the kernel as a neural signal.
English human reference: The sound heard by the cochlear implant is transmitted from the cochlea as a neural signal .

Score: [/INST]"
205	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Here she represented the role of a hip hop dance teacher.
English human reference: Here she represented the role of a hip hop dance teacher .

Score: [/INST]"
206	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Because the air also contains water vapor and oxygen and ties to this implementation begins.
English human reference: This is because these coatings begin to corrode as they collide with water vapor and oxygen in the air .

Score: [/INST]"
207	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Meanwhile, Firefly is elected president of the Asian CEO organization.
English human reference: Meanwhile , the Southeast Asian CEO is elected chairman of the organization .

Score: [/INST]"
208	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: After the merger the great depression had to create new architectural styles.
English human reference: After the construction of the Anuradhapura Maha Vihara , new architecture began to emerge .

Score: [/INST]"
209	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Nephernfaruaten's opposition to three ways of split, Allen later pointed out.
English human reference: Allen later pointed out that Nefertiti can be divided into three types .

Score: [/INST]"
210	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: And he encouraged the construction of a number of tombs for the noblemen.
English human reference: He also encouraged the construction of a number of tombs for the aristocracy .

Score: [/INST]"
211	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Unlike the multiple rooms of gambling minor govin's homes, these rooms were separately designed with specific matters.
English human reference: Unlike the multi-purpose rooms in rural peasant houses , these rooms were arranged separately for specific purpose

Score: [/INST]"
212	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Over the centuries many prominent officials from that forefront and Confucian theologians were raised.
English human reference: Over the centuries the same lineage produced many high officials and Confucian scholars .

Score: [/INST]"
213	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Eleanor understands the Buddha's idea, ""Lord, my lady, my lady, my lady, my lady, my lady, my lady, my lady, my lady, my lady, my lady, my lady, my lady, my lady""
English human reference: At that time , the Venerable Monk understood the Buddha 's idea and said , "" Lord , accept this robe of mine . ""

Score: [/INST]"
214	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This caused new opinions on evidence relating to meritaton and smenkaray.
English human reference: This led to the emergence of new theories about the evidence related to Merrittan and Smenkhkar .

Score: [/INST]"
215	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Its aerodynamic form is similar to the Apollo command module.
English human reference: Its aerodynamic form is similar to the Apollo command module .

Score: [/INST]"
216	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: • The rights of individuals not interrupted by the rights of individuals
English human reference: Enjoy rights without interfering with the rights of others

Score: [/INST]"
217	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: So when young, the kids were taught to read.
English human reference: So children were taught to read at an early age .

Score: [/INST]"
218	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: According to noini cover names, it's okay to cry to avoid death. ""
English human reference: Is it possible to prevent death by crying like a fool ? ""

Score: [/INST]"
219	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Awards are located in the southern part of the Korean Peninsula.
English human reference: Samhan is located in the southern part of the Korean Peninsula .

Score: [/INST]"
220	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Eyewitnesses indicate that many of them fell out of the damaged windows.
English human reference: Eyewitnesses said many people fell out of the damaged windows .

Score: [/INST]"
221	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: These often can participate in low levels of fish, but if factors such as weak pools or poor food are influenced by melanoma, the uterus is not infected.
English human reference: These can often involve low levels of fish , but acute infections do not occur unless they are affected by factors such as poor pools or poor diet .

Score: [/INST]"
222	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The predators that had previously eaten their prey are now considered to be the food of Basilosaurs.
English human reference: Predators that previously ate their ancestors have now become the food of bacillosores .

Score: [/INST]"
223	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Antisemitism suffered from digestion, insanity, neoplatonism, social restrictions and ghettoization formation, and emerged in the middle ages.
English human reference: Antisemitism emerged in the Middle Ages , in the form of persecution , genocide , coercion , expulsion , social restrictions and ghettoization .

Score: [/INST]"
224	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: He believed that the goddess of the church leads to the psychological healing of man.
English human reference: He believed that the ministry of the church would lead to the mental healing of man .

Score: [/INST]"
225	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Underground Gava is traumatized by the trauma caused by the ale and the endosa in the cursor.
English human reference: The vibration of the oval window causes vibration of the endolymph within the vestibule and the cochlea

Score: [/INST]"
226	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Important town reconstructions were interrupted by the blockade and the Horsemen did not give a place of government significantly within the Senate.
English human reference: Important town reconstructions were interrupted by the blockade and the Horsemen did not give a place of government significantly within the Senate .

Score: [/INST]"
227	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Shiite fighting rooms under al sadr captured several towns in southern Iraq.
English human reference: Under al-Sadr , Shiite militants captured several cities in southern Iraq .

Score: [/INST]"
228	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: All cells and most viruses produce enzymes for DNA POLYMERASE AND RNA POLYMERASE. They lead to new copies of DNA AND RNA.
English human reference: All cells and most viruses produce enzymes called DNA polymerase and RNA polymerase , which make new copies of DNA and RNA .

Score: [/INST]"
229	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The basic model of the season was developed in such a rough form as Holland North's idea.
English human reference: Holland North is of the opinion that the basic model of the period developed in such a approximate form .

Score: [/INST]"
230	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The bacteria of the ocean and akia contain 15 times the virus.
English human reference: The ocean contains 15 times as many viruses as bacteria and acacia .

Score: [/INST]"
231	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: There is a connection between the sugar consumption and the yellow mole of the eye.
English human reference: There is a link between sugar consumption in old age and the destruction of the yellow spot in the eye .

Score: [/INST]"
232	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: He continued to find more oil wells, so.
English human reference: That ’ s why he kept trying to find more and more oil wells .

Score: [/INST]"
233	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: After the past, Korea was renamed and the capital was moved back to modern Saul.
English human reference: After the past , Korea was renamed and the capital was moved back to modern Seoul .

Score: [/INST]"
234	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Malaysians keep sugar and salt dust.
English human reference: Malaysians preserve durians with sugar and salt .

Score: [/INST]"
235	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: When it was prayer recites for the council of Saints, not as he was a midwife, the facilities were not conducted.
English human reference: When it recites prayers for the Church of Shats , he did not act as a facilitator , but as an not intermediary .

Score: [/INST]"
236	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Here was the argument of the carboline company that this advert should be ignored as an important one.
English human reference: Cabolin argued that the ad should not be taken lightly .

Score: [/INST]"
237	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In the beginning, the colonies controlled subdivisions were dissolved.
English human reference: The colonial council , which had ruled the colonies from the beginning , was dissolved .

Score: [/INST]"
238	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: By this time, Lindsay had created even formal for the new religious and this was due to the disagreement of the groups out of nica.
English human reference: By this time Lindsay had even created new religious rites , which caused unrest among the people who are in outside the sect .

Score: [/INST]"
239	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Performing Holy Al Khur Aan was a problematic and embarrassing task at all times.
English human reference: Translating the Holy Qur 'an has always been a problematic and difficult task

Score: [/INST]"
240	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: If it's so harsh, the Metropolitan King, this was a fatal problem.
English human reference: It was so bad that it was a big problem for the King of Kandy too .

Score: [/INST]"
241	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This rebel species was often given the product in Western European countries.
English human reference: This type of rebellion was mostly produced in Western European countries .

Score: [/INST]"
242	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Ice custom quarterly production also shows that parc charter costs are very large in our tannells and by December it is very large.
English human reference: Due to the low quarterly production of ice cream , the cost of travel is expected to increase significantly by the end of April and December .

Score: [/INST]"
243	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Then the salad plant is mutilated and the head part grows weak.
English human reference: That is , the lettuce is deformed and the growth of the head is impaired .

Score: [/INST]"
244	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Tooth can have a few or a single root or a single root.
English human reference: A tooth can have several teeth roots or a single root .

Score: [/INST]"
245	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Israelis in this desert wide daylight planned to give shade of Allah with thick clouds.
English human reference: Allah provided shade from the thick clouds as the Israelites walked through this burning desert .

Score: [/INST]"
246	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Bamboo was the first mosque to visit the country, hiding the golden sail in a certain bathtub.
English human reference: The Brahmins also first went to the country of Madhu , and hid in a bath with a golden image .

Score: [/INST]"
247	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The removal of bhagavati and labia minora is a name used for removal entirely or partly.
English human reference: A name used to remove the aorta and remove the labia minora completely or partially .

Score: [/INST]"
248	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Then the degree is even closer to the Buddha, even if all that has happened, ""Master, kimi"", is that thus you are more virtuous than you are.
English human reference: Then the devotee approached the Lord Buddha and told him everything that had happened and asked , "" Lord , what , does that monk have more in qualities than you ? ""

Score: [/INST]"
249	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This is the invitation to participate in the group name to wake up.
English human reference: This is an invitation to those in the synagogue to stand up and participate in the group worship .

Score: [/INST]"
250	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: To get those skins, the meat and the railway are easily constructed.
English human reference: That is to get skins , meat for food and to build the railway easily .

Score: [/INST]"
251	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In 1835, the reputation of creating silver elephant glass mirrors was handed to German Chemist Justus Von Liebig.
English human reference: In 1835 , the German chemist Justus von Leibig became famous for creating silver-plated glass mirrors .

Score: [/INST]"
252	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Apart from landowners, there were also other individuals who depended on agriculture.
English human reference: Apart from the landowners , there were other people who depended on agriculture .

Score: [/INST]"
